address,amount
0xb28ae742d1bbbde1a60b824dbfcb1ed4458db90a,3823.802449089913684
0xab8149790b9dcaa9b706321dbf04c9849e827a05,3699.4199036174239007
0x657c1f8421ae93e88fb3171f019779e87b0263ca,3686.9179354235288945
0xee8edcc4b3b4f6f7cfcfb5712d3a421a8e93bbf3,3675.2111310930176901
0x102ec91ad54c1d006e8c46233e55bd4b6693947e,3673.0353453032721613
0xd17cc500ada9c61384f21cbaf9e6429ff4f1a844,3610.6990986578986271
0xc66f19554a41547e8c608427c36cdc1548dd8feb,3532.6520970215418757
0x20573df984658e59255fd9f607823a2bc1a3b65b,3508.2489643399554007
0xd956fe0b4e5a0f6edf0c91699c5245c961f86371,3411.0795904480449659
0x391102852da9bf9c7644dce39864f3edb2f9a162,3392.6595228893750231
0x178dbcce09ac48e63e57507c003259657833553f,3360.906813316064084
0x58708037f18a8f3b11281c774af628a575b2ea5f,3356.7046812467079414
0x1cde201aefc97fec54eadfcaa9c31171ba435250,3349.1987551585786921
0x2b5606fb05188e248373a028ae70a896ed0747a1,3273.821734526848598
0x2e5e1d7d74d17c5ab0376ca1d99cbc5619607672,3254.5945937169513185
0x305ec3f869c719a6821ed8b83a595fb5db406df0,3248.2310989382748733
0xdfe329c4acc81b46e9fc34bc789f17e5f02fb76a,3219.6465105735767818
0xbace13d5884e08ed18334b98a902cc3118b036c6,3113.1674899342578156
0xa25167c4338c86451e3b17e5fbc5c15ba11d6498,3037.1680240971253023
0xabb473bcc5f6cdb27208371e153e4288b4d3dba1,2981.8613300563022971
0xae153d295e1369c6a8bcaa29b8cb7d5f8ef2d123,2956.1166887486399447
0x466cf4f9bdf6ace5bc7c016eb9aaac5f951a3b2f,2948.3127027571606159
0x22d187e0392632386b6dc542d5c494602e0e67fe,2924.6891113506437857
0x1aa9ace6a350d834da92c86e3fdaca2e7d492ae3,2913.8341440448967475
0x05f5eb1f02acb65df6a2f0f6d7ba36490ee2d693,2894.2911719728983572
0x96a0b12c93d0ef8d5fc5cd5758338db25cc12b57,2881.5926401453984317
0xa74faebc8cdca953e2bebf2f6e86927162acfd13,2865.7021920073303982
0xc28396b745db69c5de551cea90af050126981bac,2790.4656584293618811
0x0dfaf2e5368cef2945736a6e0d6362f3c02d726c,2777.4112807944422687
0x8f160d61cb83baf8f931fa605e5c19613fa926e4,2749.3312833759021629
0x317970b030bd686f855ac72b4d96ec6bc0116a3a,2747.8592151314025677
0x673460953de8a52d1ccae3c7e31fd445da99928e,2746.0461729735843512
0xae5d0cee466d0327b3d6593fdc1572095b8b0de9,2725.613524438047785
0xcdb53d17f1b829030b4fe0e3e106c2d4db33ac2a,2720.2209096434293146
0x35555becd27773e85d685f642b8357d6d53bc3af,2716.8616251428139172
0x788e1f6e7f599bd9130c2c0a14df5a08a2222476,2681.3613500825678643
0xe0fc323e27383142c7b5aa6ff643e7fdad28b093,2681.30681062849826
0xd04fff37bfefd4b2439322620262a25cc17d0b91,2680.157641455443116
0xa31b33373c20944a9865ac665a897b41ada59a9c,2674.6542405360943104
0xea9909370742a795fc041d235504c570218ce6e5,2670.1550052115055903
0x6ca8721a2e4a1570b13e0ff150e16fc507f2f8ac,2655.6980972355295642
0xf1f5d35c46fd62fdd9150c39acc4a1b6a8327ae4,2623.9677744910360904
0xe98c6e60347b1ee85d2f2e48daf9e31235434a93,2577.5721998199905321
0x3ba55b17e2498007f074eb9b145ce83089ba2686,2536.4548936692284785
0x111e318936660aaf49d485c74a77ffccb997d030,2505.0359533176891638
0xddcffade622fa032021f823be481636f2e56ff38,2501.1635937824698532
0x2bf21aea22748cafa8139743bbb2f556d3fdbae0,2487.0595433069380895
0xb6c4ce4eae85066f8fc45093d12444c8b89a6aa9,2317.4080997717127987
0x44f3662b9dc4a223fcdfc392114b5049ce1f3447,2280.1049688581346427
0xe0bb3bfb8750b45fdaf8df7976c296722af370a7,2245.7602909285701386
0x323265b92ad96acb96c5a1f9c7d4b6139e7bc679,2218.4045798111738593
0x503eed074c7e3e6d471453af052d73cbdd313221,2187.46836525464499
0xa2d93398e43dd7d11e011ab856556f0bd8ee42df,2124.0566796678749225
0x31330d2f5d714c04f6b0f6ed4d5fe0cad405f6e4,2105.6557129843996099
0x2b881a9e071172d871fd4680ba83fa293c519aab,2068.4898989889638892
0xb447c845a0c9c4d9e6e053543536127991bbaca4,2057.7325356541400842
0x8138f25429504a6b1a9d6bbf6a6d3bca9d5dba4c,2056.1132360942687355
0x99a8dc4b9c217eb7dd7cee34519435984160b6c2,1996.0778687507254477
0xa1caa777a61ae323ad20dbbf36b29e2ae7862cc1,1968.9998668002219786
0x28aba2dfcf42eadfee60cebfa650ac7184652424,1926.2869572898177679
0x0bc10fc71c7bfd7d166b96b583134df10a8aaac3,1921.8469599425370522
0xeb0836820d6efd24f3d7ca317c3408d215cb6d0e,1901.9667693783107502
0xe48129bdca6f2520cf25cffa5cb52933c66cd38b,1897.3510878415028224
0x5d690b81ca7efbe1ef7fafc8a9f31bbf05c62808,1889.5706260783544402
0x68288a41b4ba864503860fc33648d787a5c34790,1843.0297318339444736
0x3d29c1482c224c0fe4b058a3d930a9264dd0a22e,1836.6788198132214661
0x49e384d87a66fa6b43eb1ca211f6bdbca8264cc3,1829.7531836380280259
0x5945ae0412583ee89e69761da2589a643fb363b1,1826.6701096240346563
0x0fc3455d7d2ba1e409e3fb8fa18366c60de94dc2,1817.8104779205611356
0x9d2ddcbd17c76cf8c096a80cdf2a946d420e90c6,1813.0953672257579254
0x3164623c29c8d60c7d84b7c3544c596c02167e72,1789.7492404539783905
0xa3f5738249ed02c6b3c5d543111b518c31573236,1785.1646681702323978
0xac27ec2cc915cbe0f588c29bcd36a2c76e4941b5,1769.8390237039812936
0x79ceb914e9e59fe581a73108ae2e2105940f3a45,1744.1899824505272402
0x0f241e865a69c87203a8ae23c7cd07e3a39eee22,1703.2503490800068854
0xf179ebdee5cc7602ba7d75ead89c583014f5779a,1702.1308350595667067
0x3452031936ef8e1171a4f7985ddd6f69f3001862,1646.5131579955795722
0xc9eae131858bb939e5117b283dc2ca70b0589fc0,1622.2159237576274739
0x4cca3f44208bee3c363868471956af0c1e2fff05,1603.1599543237552374
0x2885dae94dc45958a3c123e0f2ec9349ede562e0,1589.1902690838037135
0xc0e382db62b26023e92bd5a104fb583a69333e09,1577.1782953522652774
0xefcc81b85ea60b0bf95a563d1de3e14c05b821dd,1523.4063299463542211
0x2d3a833df46c0b1f74f2e28fb4a0e1f413f84ff2,1474.2751336726349742
0x75afacac743769c517726064722737d75bb501e4,1463.2787732545132298
0xe3abbbaae7809e8352d554c742fde7f5f9d41dc4,1461.1020679177371648
0x7b6b1f609a894dad878fab30db98cdb4431aa442,1442.0803964467913687
0x6e45310b69908a7490ebdbb66601462c8da6e46a,1434.2644268366333215
0x90fa9b6cde840a219d2e6517122f3e908f794876,1422.0417814297465324
0x0e46c62aa4d050173e978bf1d2fcf029bfa46367,1356.4444178332665774
0xa064d2935cfbdf084df9af145ddd32f3ea4fd620,1337.7099752427209359
0xc59f876a319e783545fde98968e269550861ae4f,1333.1381093902296023
0x2232416fcb7091adb02c2bfcdd553a1fde1c7cb5,1331.6828674101223096
0xd984b81f72fb0c8a061d6a4019c6c5201ad9ceec,1324.8946473734305219
0x5241051084a45a62ba9dff2f553e70cc0a7de9fe,1324.1208044889175491
0x3e4dc40805f02cb9664e0c17741568f4a2ce0786,1318.4456683333335122
0x8f791f061d7f36dc07de081ad88f87d71be1585e,1313.6643061486610022
0x0582f4770042113cc8a72101759e8f709c25cbe3,1293.7012166273668219
0xbd726070271978172872ca015ad88a8eb32fbcdd,1260.7652085190001951
0x8e7f88a778ad33daf00dd112ae320f381e0f8083,1254.5436716921179341
0x13360af89a758fdd1e3d3dfbd4aa397cb482ffec,1243.7535727909231657
0xf739b48e89ed4b7c2398cc4e2dcd54479b7bea50,1203.6487562521705185
0x02ab6dd8bff3aa73a0c0e5de4647ebd0700e4802,1199.5188890457698468
0xe760633b9dc0de06e067feae95f74b73374e2f9c,1178.7560767053198787
0x6206f6e372a3bf424faf5618ba334e15488e3d6d,1130.5530405612157665
0x422347ff0b827a43ca4637a48a04b42f469278f4,1107.889730433442775
0x095ff8acd86e3c3f52bc4705540a0803ffbaeb37,1092.3896693011683738
0xd82361cf4b492ab9137582fdb945f74a09b5547d,1078.08225109140557
0x60ba240114b825f676d11cc178409cc9c385171c,1075.3573966401497989
0x5480e34a651edfd909a648c47435cf7a768bc614,1064.2671218363254702
0x52adb16d3d1ab13f1306e448d75b9777ab003783,1055.698067683825025
0xb576f95d12f2aba29abd06b02ce79153b9ff5c50,1034.878992790738305
0x1e75550c4a00262fb278a2b9f3c03ec3632a2254,1000.5939406973772759
0xaac470fd12c2b7209bce56e7356c4b343bc9d653,988.97694239273582592
0xbc59c0f888048d24de04a9cb460dc0f89f07c5a9,973.24413831742790042
0x008d0e083e67a453cb300386d7cf5d52ba813d7d,972.93239380891795456
0xbdab813bf29e39da9c77c93ec1dfeef59a8dae0b,972.80161910736132506
0xb4bdc42b4c37034aefe2cf45a6291edf6fec463e,971.4463974642515968
0x285860e1f828bc2f34979b31cc2a1a1a5e565d66,948.6961687981990871
0xacbf5b79db3f441b3e1f0784f419ade0027ed899,928.99101840616508621
0x98bb6321aa10562ba458e9e449485a9d93520263,890.0099507583081513
0x0045cb2b22bc2615a09a90bda866ff272c893906,885.90355010389134541
0x0865c5de7fe349aa5b7f6ef721f8c2b9cfe5e40d,879.2725396759871488
0x8a6ca0f498ee45b5bcc2e60eaa68f92f93bedfaf,832.60307337656873779
0xcd2359b236bc2948deb8eb7134f345153eb69dd7,813.50712816592368435
0x1840330bc03e16e633111a37325e6b8bfb588b2b,791.87582743707359642
0x33ebb29f68052b348d63db713382a46a9abfaad8,768.96139355553818214
0x1cad695af5639c5657bff199b875352adf682dbc,768.87368661725859021
0x590f4ca9b70860d1b89be8a7e69f22e59f6dcf6f,746.62177832069994906
0xcfad0dbfe595ecfbe11fb9d937f4c33d51ba5d89,729.3675963525276631
0xbd4bda6c11891db1464b7d96799582eb9424831f,719.34240600525779763
0x388a2b328e470bcda1274518eb9e8856b9254311,710.1238333173619753
0x520be8f2fd27226499716d18ec70812b28582d66,690.39610195465981133
0x217a58f49e026b131a1ac2694f1664f2adc8589c,687.09622710954059366
0xb75011b9892ccf3f59cb82260aafb4383dd9c18c,676.18757966186348544
0x19a530d78aaddf1e26fa2fadb4518085655cb32f,669.04858793798939443
0x5e6d08af5f3bf5530cd733fb723e36ad89622d53,658.25798512561579622
0xec97ec86c750d72feed7b921c701e386684b261f,635.47923545909742797
0x0052b052857dff72fecd83e22edb191e6f65d992,622.12012607547061043
0xc50dd445a3ec252f210a55ab09f036d101169c3a,614.52949304899469312
0xe1af1126762f05da147c239340b532fa155562e4,592.53912260305079501
0x1847a58d11903ecd73ee8bf71ad801d7ed82ca97,580.05969290059441766
0x0ae3513b16ee8730f733fe440925f96beee997b2,571.80440734985315942
0x732dac76e8fdc11663a1c07b0506f4efe4a2a5e1,566.44703703722701619
0x49c8ba902f1693cad59fabe8af2854ef49f214f6,565.35327333248086835
0x58c86637c84730d61023eade6e5d8b4792a1097d,538.12254414970172211
0x4e4e2198d1fc0069d35cfb5921994638653dc377,524.38966612631964877
0x01b37edd07ea71eaf552b6ef1b8dcfbb328e1f39,513.87994428522128998
0xef0d83f6e12a90d226b5a7bbe6d63f9295a2c8fe,505.50974780121848218
0x0faeb89c3342dd5d248c1663b757f71a4d43c6a7,496.26901495632094822
0x60b322aef5a626548072acb2dafbeacb00d4653d,492.24905130676400947
0x95a08e89a93950ac00445f34548891a353089fd2,481.01961211557956813
0xb8b236f911607c3d1ea1880ee1b1db9950ebb6c2,477.17185724180974797
0x342f128327d46197d32abde6b5d953dca2afcac0,473.01621985449895526
0xec8201cdbfade18cac9be54ba972859ab9e3573e,456.63466380731272397
0xa569ce04666d83fc5d6ed01ae71905490759842c,448.21012992730752614
0x8b67305dcd897d380498bf38c9a1992bfafab763,445.93788558794391552
0xc811b772e7cafb6738b66b833d8048a1b72fe81c,440.30301078839276339
0xf40a1a549bf702b74e70f9e0329db5ccc6839d42,424.08549168811560141
0x10d29e2724bf47a667fd767e0cab3a4eceb77cc7,418.59943955281857741
0xd6b84a2de711da13a98466988d1bea18a427e8b5,413.05208130341031117
0x1fddcd6fbcee44b1e7332ad24431bd792be7dc67,407.32977932816102195
0x60be780010daf983bc27bb3be6311cba8bfa8306,384.67142331512369971
0x679381a334f7f1b1457a207281b8fddc9feb7e6d,370.51674419236857446
0xbe6b2bf91e3c28d104cf248a8a26e894fa5be767,369.83755350362180813
0xc7886654b8877356787fb630c8e50414b49e853a,369.74941642608751411
0x804bd9fbfd8a759c5fd8e02bc1af5cf9302cee95,354.94237926621996646
0x75e9bdaad4595850a76661e3632d7402afa8b527,354.75309449081113805
0xc8763b39629e7043267f1e89c24381a82c5bc7ce,343.23424117845609677
0x16e897f7749ac451d24e281a43b42b2d6344043f,322.82371831306400563
0xcd87fdede1a1f71aafe085dbe584ea16cc71a0e1,322.5948185186657239
0xa14955eba49adacff1d85dda4794b45e30a7869b,321.43753460711443661
0x90a27636185791da13e786a4a9dafcf2e2490f2e,312.99496004117522022
0x657dfae4cade54b666202ff6955af1d1daf944e9,311.44710818293409382
0x01ad75dc5a57680bd83bef6b9ba91dd21520543f,306.78987745496157389
0xa535a38359a49e045ca1e2fde2d26496fbf0fc96,301.41316947497877504
0x02aa609e634f85ca81250d3f08bffa7c339042f8,299.89948079262040064
0x1198667d6cc00afa078dd4333f8328d8870f3c6d,292.8143113338650624
0x8382abe3d32d56538a918282b1fe432bc318d459,289.49982521014255616
0xfb27a5900ed3926b350ac2f0e08b22c10ff8ff0d,281.32783698610939494
0xe7ef0b91e78f670b51c39da983849df2585c5a34,280.38966474513255629
0x6d681bf16c9f901027dd88b14e7afc4cbd91dd4b,274.37369105017772442
0x6538bc9183bd6637e67b28ddb049a768e4ad3ab8,260.70202092705444659
0x08c1d212ee207c4c6d65cd958d8834835e7917a3,259.32125473565848371
0x1d213ecfffc66ec8739265e61d3a57e66d5d9689,241.77474992045929267
0x2624e65c05ff3a6f8d0c43dcf2981f75295f706e,239.71418350184638054
