address,amount
0x0ecf5262e5b864e1612875f8fc18f151315b5e91,1368
0x41e12756498322b479f889af2b2f4b29a85d5605,7332
0x4e5fa8291556059c414ea39fd8dbb57d6b33ae5b,1000
0x7bf433b1be8f8f35c3a6c19f7921691815d37ff9,37066
0xe97022e3e50ac76d20f5138141d79f65acf3bc82,700
0xe6adde2d3fc83ccc4ed3a6ea2713c0c4fd93b707,3284
0x22a57ba4324b28a555376c0a480d94b395459e8f,724
0xd43a380bc2ac4b537a98e2be1e2bb61ea0ebfeb5,200
0x5b3cec6a5e219674d4485be572cd3faae338bfc6,78149
0xbfad8f7175e5a5a7d47bfadbce23791779dab25f,720
0xedc1a397589a0236c4810883b7d559288a5fe7e1,690
0x0260d1d864e9a8864ae0d0e42245729a1b232ae6,1228
0x0cad2d0b33ec5206384a7e68876541211ab007a3,472
0x27d14099f3b38a08f8767ccf306737da113a38a6,500
0xb8ad671479618b7e204b82c16d7d4aa675c71ca6,9843
0x279c14599b8c2abd6d59686846958dec848a43cd,2432
0x2452e136265e4b2ce559534e9eb18e9907f45973,1777
0xc750a405983a615c09e52541e3fef805a91f8d15,444
0xa6f44026b1ec71d855a9acf6e7e6431a02eac394,2378
0x87af71ffa2051dc58bbc2da8fdacbc036b701788,400
0x8d65bc39d8e16b0fc1a13bf8ff396b504b74a432,179
0x3f08a8029bca8aff2e9c0b828f2a3485c620a644,7519
0xb71b50ed3cd27588888ab40062d11be71f19088e,9744
0x7ab125904af75823858bdc7259a08b581999c0ae,5374
0xbeadc48b319aa4349fa29afa5e9e88f44470349c,255
0x92c70f31efa47bd08b65f36079fba5668f3050c4,200
0x41ce1392b4d0d1d9651f76e3675189060f8856fe,62911
0x4d370a02074704c1d7f369c00acf663ff86e0e9d,500
0x819080e280cf8e3aadf4270e0ca88bd9f7c26f7c,500
0xbf35b67dcdc2005a67aab80c30a694c4bed3d510,12617
0x77b51bfeb893a7b20474ea59812305f729cb656d,177
0x498b57f6296fe88a2c080f6799439fe834e37a4f,200
0x7b435b45ba65ac7b51d438009cf8da958bfd6a41,700
0x023006ced81c7bf6d17a5bc1e1b40104114d0019,1381
0xf306998c59b1d7f311f5d731451d09734635ef23,6905
0xa1d13ad6395b932599862aac5927993c28a5b74a,14618
0x7a2a69a8ecc121cd6af9968d486bc30bf9da5438,200
0x9c20ade9d7073c68f35a84ebaf22a0518ac6f112,1217
0x56e0072b934ff08ed36cb42b8148905504efb9fb,23342
0xbc47b09b71b00a506c57312485c93ed4e7533939,200
0xb4674f0794c85c736147dd0802e5ba39dbfedcb5,300
0x0bff2342cea541817120802b09b2d2f634b20521,200
0xe120adfc210eccd020f553ea4328b3fbf89c0e17,5200
0x6c9f6808f5ee35d59b9f2a474522c87ba75cff00,200
0x839784644c8c3c005d5bb17735968fc06f93abde,250
0x0c9e725902f2eeec063c16d253f38684e3192001,428
0x31385f1945fe502d2482b4c609144ab97eb642ea,28754
0x391102852da9bf9c7644dce39864f3edb2f9a162,22244
0xe7d4191eb35870f5830b270dbc5f32ae64a9b78e,25946
0xb159f3453da87efc0582ef3e6dae8f03482ec85f,733
0xbf46d2161045251cb97d0b41929bc1d36044e1a0,400
0x77039399801f462b4ed13444a266b16355c471bf,23799
0xeba9a4ea74691790bd5ecc28a1fe5f9b0b220ce0,76148
0xa312a2a835bdcda893020ce23871470ffd26b990,12314
0xeb0836820d6efd24f3d7ca317c3408d215cb6d0e,53904
0x77c2f2073a9573f97de4f2a5269357bd86b6979c,46380
0xe97496666fa6dd141b32dedb59addf2a8ade8b2b,5689
0xc999efc754cfc2dcdbbb8d236265b26e4d70e1f7,200
0x4614865abd4748096b9aa924c4f8d2ed636b2df7,34815
0x652747cb44d5fc52799c3daea613c52625588ab5,1435
0x51f620cea90d817a4e4def15f1c96f5083486a34,200
0x96a6e33c4783d240ceafcd75fe7a7d8c8be88e2c,67215
0x194c417d48c4471c94ba789718f9de306d2df331,200
0x7bfa2f48febf0c5501fa076c72017e0fe57f7c1e,620
0x053707b201385ae3421d450a1ff272952d2d6971,850
0x896ad7c1a8f93a48258bea5b6bb43f8fcbca945b,402
0xe744d23107c9c98df5311ff8c1c8637ec3ecf9f3,2594
0x89ed8953e4dd27677a50547ed98caa6be3c02957,275
0x95f8018494cef5b069d009d115e05d360b81a34d,1355
0xe46c5a6652ba2958d9d732434a56794d77f74724,400
0xdde09e93ecf5f9bc71a2423f61133dbdb8a25113,25822
0xcdb53d17f1b829030b4fe0e3e106c2d4db33ac2a,8552
0x9412976973bea57d61278cf9d5fa8084071179c6,40
0x186c5d3d9137d98501db8410dad139c7875fe4fe,1436
0xebf024f067f344cb60350516228255cae8ecce1d,200
0xbe8775738a8c0a23dbd23ea282fedc1c30454f68,1650
0xbab615f5da6a62c7bfbf9227c80b2d55944b1cf2,3166
0x3a3e97112353f7d239a93160c7cfc566565e91e3,200
0x799e1fe921d587d7c956e73e95ff6103dc3e7883,420
0x6092165c4540282f036bbbccacaa501349cef2db,2888
0x211f656b82e254cfb2ec42bc89086ec9cb350c5e,15032
0xaf2f88d6cfec6fa67562b91b9e0131cd6362eb71,3815
0x99bd730362bf96288e47ae5736b52b48adc3a081,13334
0x1849be70da403c84e3aebe439dfc080d403c8359,4169
0x936df92930c492e4ba3fe8cfd9c5b5903fbe700d,1086
0x3c515f7776f41ffc9df45a4bbd515c85e21aba62,400
0xbcd94405c34a3faa38ecb93bbc69eaecf5e704c1,1000
0xbdb0dd845e95d2e24b77d9bef54d4df82baf8335,200
0xb1ab37e704a6126f9d24fc1abb0ec033893e3496,24225
0x28aba2dfcf42eadfee60cebfa650ac7184652424,79183
0x344df4882d545fdca3302c38e5451bb8af6bbef1,20462
0x03356d3c695162ba452951074089dcf14d6ec0af,5528
0x77350e1152efd5f2d807a6124015c629a907155e,1000
0xcb6660a8e717f0b280a3b665e2d03a51d0cdb0d3,13052
0xacec3af796fbd7ae18a297afefb6971c2e7d500e,7115
0x0f540466695cf91203ed8cbca3065fe7232154b9,500
0x6b17ff4622dc1684f1b28ede8f15f8042559822a,300
0xf5d3e9a3054d3b01fef0942450c7686a4820d4c1,1450
0xa3fbb7676be1e280ea28984fb38d884a3047e811,200
0xb32044d6911effab4f19a143a9cecd886403003e,600
0x9d7c1be470bdbaecdbc54e0cc153ae3857b2cda6,31993
0xad3908c6da93adaae576d2fe95001f21396de69c,122586
0xa43821674ff3836bf8d22e25d0243278a6263612,3655
0x1438fe2670272d30cdc0ce1ef657c82b8dbf271f,800
0xc7864bece3f7d6d2e73eeae8aac204b07856f3df,735
0x409adbbef0d920dc05a90083f1388f2d2c0205d1,1376
0x5f7ce53a13e075b44164c00c62f9b7500439976d,200
0x7597a500be81d983f51a81651a86403c5ab413ce,2676
0x820094b7942f39a635609c6268f7311e4c661d71,700
0xf6e9c766cad8b6ecf06accf64b57f92995be6e50,3354
0xc50dd445a3ec252f210a55ab09f036d101169c3a,93192
0x520be8f2fd27226499716d18ec70812b28582d66,30375
0x146d99f4fe28fc1c0f5422451e036fdeb5de2d83,605
0xb30c415a850477bb86e16410cd30865470ef9165,40052
0xc9eae131858bb939e5117b283dc2ca70b0589fc0,60025
0x6e45310b69908a7490ebdbb66601462c8da6e46a,8102
0x9da6b5ad2fc347d4bf0a6e21bc69b7f5987a9153,128591
0x65eccde68dc9bbf17060dceee32305e5eecc5eb3,620
0xd86f1ce38bfd47cf19fbabdb441f688d34874708,200
0x87e1bb9424c7ec0ab2c43acca1eba833d1515c7f,2379
0x96b53aecfab2529591d2ccb004fb1f7a4156e1ae,176
0x6f973a112205bf3ef9334daa89d65f2d4bc4de12,440
0x6f50f30e148b0aec9a10706b2784fc596136384c,10209
0x3770fc866d3a9357eb17b0111973667838b73c34,3798
0x52533819af363ead6db6e2a0b09bf58cd85975d5,300
0x32427d42ecfc25eb58edee38fbcaf4dd6b6f4f5c,1320
0xcfe48d201c7f98c4c548e05face458195afc3f45,6556
0xe309c6b8e5af174632ddd2afcb19b5f457c2cf6d,407
0xc66f19554a41547e8c608427c36cdc1548dd8feb,20935
0xc2547446c439be477dce96702fb1f9dfb61bab3a,13901
0xc424e4642e0bcc09e545127200ed686d3869ad88,500
0x5d85e0403f815ce6b88fa7653ee84e46e5f59b95,11019
0x83a398026880f018d3dcf4fa3c94bd5b3f2776f2,1725
0x3e6dcb5c3c690adc7625dbcb72032e94a05eb545,11842
0xbda855bf60789f06d630bc109f1104e3f1aaf32e,551
0x96168acf7f3925e7a9eaa08ddb21e59643da8097,2369
0xaf2fd097ddd5c0961ffc2b0baa36f335c075d450,1600
0x627731584e3b1f0d731bee6b5acd090372cba5a1,3000
0xe9fc586076dd22202672b8caf5e95c8d00ad6036,200
0x6091a224ec0e8bae16125603d179d9fce7aad641,480
0x7dccc79361b0227a85c2ff788ca240d31f2a78d0,15631
0xe3abbbaae7809e8352d554c742fde7f5f9d41dc4,96535
0xe588a2b38f24c72e30535885d645ceba44480d1b,1233
0x1cf41ad63f67f3e7f8a1db240d812f5392b9a9c4,254
0x316822580ee3725209fd96b1208ef53b73825e56,4622
0x41bfa97c067e9c4517e27a926495b50abfef86d7,200
0xae20f0454cc764619489087fb7ef4c3e890062a0,5000
0x2f93566b411ad8437db8cee893053b6dfc42c7f6,72267
0x60da6adb09e45f24d694d560b04e194184519b80,5860
0xb2eb4f13a0b4cb237cdb809353d17ea90ba8a418,450
0x73a8bdebd8c323e17805de6cce197a9a79da6928,3078
0x946f74dc70567e1a91ee0614d8f6326aea1370ec,652
0x80897383d295d79079dfec48f4343f121dcb7c03,2898
0xe247d20ba468e98ea508a5014fbbdb0bc74d9ec2,300
0x9c51532ef51ab720514b5acaf97fe6c600fbfb54,20946
0xc627fd4bec977b2845057e64153bbdbc88ef9333,1100
0xc78c5e5ff84d4b3bb09dee016216e0c194e7105b,231
0xe3f96cb5ae6353ed964f12c3841f50c8453df33b,89411
0xb87f0856a16033ef36298a5f2f8d0649c0802fd4,6556
0xbfdfe0b764bff626ecb1f746242e0ef4f230f8e1,86461
0xc07f2306a0dfd73d48b49fc59d6e157d88121c3b,380
0xa742017d7b299793d6cdb363e62b8002e42f9ffd,179
0x2e0b873d26f6d90f347757ed0d041bc65e02a89f,178
0x4743ca53638631603c1d869b15998c0093dab724,200
0xcf31bf0a862637a632b7282bc3533978d9923e50,700
0xa66fd186bb39c15ec8830948c9cad52b83d8f84c,600
0x7c0aca16d409ad72f1729fdda4205374eb853645,2640
0x73c18ddde43b36469095affcc1596fc861a6ea1e,500
0xa0be5a9b02b7b7290f89e4e2a01faf46ef00baf5,8204
0x095ff8acd86e3c3f52bc4705540a0803ffbaeb37,10735
0x4f66c3a286659afaa4a9899600087857c998dbf8,978
0x048489d28a0d34682002c81e0db50ddd4fec43b9,6000
0x69ec5fdabbc77eebc123be9b7da66a9efbb160d6,2648
0xe5451a8651ff622fb3a111633e0c709379aaf4a1,800
0x962f89e977e2d2c3bd3d503c9d53873d9ffea16b,500
0x89b4f3698a3998ce367358388d2d64d72eb351f1,1500
0x52a4c418576dc46e4116ececc6f68d1c9b9636ed,500
0x5af3fa2e68bea64f2f7d6856423d5402f672be06,722
0x216c903c879ef400330051498596e200b7f9cafc,3800
0xf8fed6c44f8deaa4a303cb53c7ac27aeaff41f68,3900
0x44bc1291c319a9dad26bd2f5d61a6b5bc5737cf4,2122
0x44e156cbb4506cee55a96b45d10a77806e012469,261
0x9e2e41f9051cf32221730a52ee59449ad4237ef5,200
0x5af4e7a8bac4db797f8a403ba7f2603c61542179,1273
0x383b0ddaa84e9488600a59d965e1bea37719f806,16802
0x285860e1f828bc2f34979b31cc2a1a1a5e565d66,40306
0xa9b21fddd49a510b85efb15bacd1db63f381ae39,200
0x0fb75c54038130a4bfb753c3aaaa21266625cc98,1600
0x5133135153964675f9fd2ed6d234572129af3a87,1495
0x8082651934758dc9515cf27a777c7c56a8a0d1a2,2141
0x80b8e8228aed9bb9bc813726a0460955e8261921,4067
0x745d9f9c9f01c7d8afb63e81d16c60f2fb74a1e0,11697
0x2ff673a287a816fc4089cc51933f32e8c16fd416,480
0xaa060b1cdde1e12b090c1d73cb2cde3fe5354aff,2794
0xa2b1237accece93aa560fe9c213a8ffd184cc16b,66030
0xb3ae363c083d2fdb4580733dc805b28f66f29d1f,13724
0x4159dea474e626170b60784b6ceff0a54de2d1a8,612
0xfa3b5a92ab9e69de883d45f70e69b8c9783c527c,300
0x73e3908661c650153b82fbb201af52dc54f9851a,500
0x8f160d61cb83baf8f931fa605e5c19613fa926e4,12913
0xd80d923a92d7f5fe96c184da3ad04955bb099961,380
0x334d6609bebda38b838a0aaa0aacdd2bf0c7a0d1,1500
0xd41726f322e3ff43f3c8edceda1412dd2f20560b,9900
0x2eb2dfbc8abf441c1da987f381d8289e6fb254bd,2310
0xee40b443109078e209848ba3229d215a037f6a37,2597
0x2b6c9f6e475a5636aa36693331000d07a9ac4ea0,300
0x2d66a6a43c83b179d68afc4f0d93c72b689438a6,480
0x620910b020fd12e7b1ff8c0d52eda66bf31213d4,5008
0xb6c4ce4eae85066f8fc45093d12444c8b89a6aa9,32589
0x167d84c4ebef75f23c2c5c7c4143ea93db4c4e75,1321
0x3696ccf5c3dd62fcce6c00d268ef9a00631c95b5,1850
0xa7efbb4a06a680f3b65c5861ec387408ceafbec8,800
0x611de2f5e92ad27f3303302f8a5d7f416aba20c6,13173
0xf86b8b8d3433de1514cb36eff3bd6ff8f707c2a2,1120
0x334c6207252f6f9eff93a3de588195767628cd19,400
0x9f3a60e1c1482f5821380b57d6736100e2603ba0,200
0x6a6fc4a3b5ac35535e78aa69d7257edc7ad55de5,699
0x8c3e9573ff9795f8ce0992ec93abaf4445419b0e,1233
0x1cad695af5639c5657bff199b875352adf682dbc,15067
0x707a1b0762608bf4cb4f687c94ccfcf0adffe754,300
0x8b4100f8802c9cbbaeb58e68d4dda355561560d1,300
0x3d0b1a68bb8b62e03b520f93afdab33c1362485a,700
0x0d9209c15bf6ad2a4242f97d9d5a0b087678b346,3030
0x389d43178ad6076521c7f2ca19beec806ef00d2a,1409
0xdfe50c6dd85fdd2320e468a0ed7fda75d328ca70,355
0xa136c52c7065f0fa87284b823701befc1c5d9daf,200
0x08e0a3e752d1338c0f02b986b9504f1009a962ca,13426
0x326fb0eab3645763bc7cc027864ce89269838575,107240
0x350247b61e1b40fe9b09b9747d645773eff707d2,1125
0x29ffebd73dd219b601ba99888bb5d16d58eef222,88018
0x474b6c2366128eacaea1b6e411171c06b49bdc97,3086
0x63f20d7d378fe34fdd03ca2c09040ca96e36e10b,200
0x8cbf96319b3c56d50a7c82efb6d3c46bd6f889ba,800
0x7b9c8936a989b72613069386ce66b678ec44b6b6,666
0xe19753f803790d5a524d1fd710d8a6d821a8bb55,20545
0x80df3b4f04fa6748a62adf0f21c637374eb8c3fd,5433
0x19008e616714d8df0b69f23db9ad779251923b84,1414
0xc45c9f773c646ff6ce29ddff485ab23bc789c4b8,400
0x62d36767473db61a39d7e5e71fa378cfa3317362,3179
0xd07c1e94276795ec31f4a93ed82bf778e95de5c8,245
0x19b27469edba628c4c3e3221d3713d387b8589bc,300
0x4c8e2c4ea648ea4c76aac3a1c06ae8f86deeee66,11506
0x6f49b3525cba07bc7353d3158fac619715c98d1a,1120
0x6379828b3c5acdc2badc6bbca10357fb0e36aeab,1349
0x8fb041cedf8ea3a1dd5821a96c6c4b5ceb48a6b6,200
0x8dbd3a181a6d228de291443bc5d0233a32bac73b,200
0x1840330bc03e16e633111a37325e6b8bfb588b2b,13024
0x3d6b2cec224643267b2e4f8f81bb0b18f62f3c1e,200
0x81acbf867af819d566deddc48805c9db21f4b780,450
0x01ad75dc5a57680bd83bef6b9ba91dd21520543f,16180
0xcc32f57400f78376eb3ca9e986b2235fd34e634e,3200
0x2c2926b92782e30150ff779220a1ece076f2a827,200
0xe5f6ae79926378b5543f2881bd3e062667afbc1c,4100
0x29ec55ef9b2a278b1946bf4d6f3864b65919bece,3574
0x18365374878caa600886740292ed430ce1761a7d,2440
0xfc559a9619bf03a55ba7a93b6479b3e9c24295ab,1930
0xf39998a410bd29c56ca8de77d3aac357afc220cc,600
0xdb6cef6d47120e548cd0bff0d71fea5d74e2d186,956
0xf25a89c051da2a8932ba7187dd68b47b72d03155,1078
0xe59119ee7093d905ce1cb278a33deb06e0d5118f,810
0xbcfbd4e6d624452b0fdd39b37fb0dc42a35bcef1,3149
0xbdf82513b977e1bd329d20dac10dbd1a9d86fd4c,41480
0xaac60c858895befaf42378467bc9f3bd69c5efae,200
0xb4ed1a39491c83219764152e4dc68944d5547947,59548
0xd40b63bf04a44e43fbfe5784bcf22acaab34a180,300
0x102ec91ad54c1d006e8c46233e55bd4b6693947e,52502
0x6bb324f91bdebebe922b83f8dd65f69a99b1e68e,2786
0x882ebe579e11104ffa610fad8b0b947955cf3d3d,1200
0xf4b899c21405996d99961913eebd0561992086ce,64621
0xa83234d4d65ff8d20a5a76fb2fddd120510e714a,300
0x590f4ca9b70860d1b89be8a7e69f22e59f6dcf6f,86040
0x8f9deac37fa8a378da09ed89a889dae8e39ac509,4862
0x0876fb583a06c41e8e5a81721741c33b0d48f433,495
0x7fdcd78669591bc6bf7a9e9925acd8ad55061fd8,833
0x7c918c99b279c8ecfa5b4c61c92c8fc1698509c7,2269
0x7b714a777b72e97e8411d65277b1d2f06f400d13,3130
0xa40f02d6b3780e4891aa0a6fe9b23d9ff6f4b79d,550
0x2f62376d58651829773ce26f218230d5243336ed,58030
0x68288a41b4ba864503860fc33648d787a5c34790,72312
0x6d25f00225f83a30b59aec30eb7965acfffdf51e,350
0x0dbb9d306ddcd839f698adad757c95d30538603a,333
0x3373826deb5d9fe2a057cb1270a973fa4856c242,446
0xf3785b271835c2193e8f7f906f64507fd47538f8,600
0x1c3512e08c1b18bfd41311a06b0977a3f8259140,21113
0xc86f57341ae122491fcea21ee91434f6a133d061,2203
0x32aaeee01a1bd496c57fc448947ad8136c6f4565,200
0xf794bcc696bd92aeab3debfcd454e93fda634aff,200
0xbfeb1377abb1b487bd7cfde4b751445923249e9c,2021
0x5c92f27bd666faad847d68ba7c9547727d324568,200
0x6de1126102156242e0942b1fae3158ee4e81c713,9237
0xd7675c69e9c61fb802dfda153723c6d0a4cac1c4,600
0xbb517a3ebf0aca5f7b420f8798ca676894bf8777,200
0xbffd0f67e2e8f9688dd8e6a3ec6f6a74ced85b37,6326
0xe3f1864e378057c77064b50f948f08525c190157,400
0x16fd8e22077034c3e8b29438fb3a0414c9328a9e,6098
0xf10469ece65a4ebdde4043cbbbc990f86b58b345,300
0xecaa5f28aa25cc39a848836b32744673a555b9ba,178
0x0d0198c9f9719951a6e1f7f7a4036909af7ca31a,200
0x9b5546050984fe69ae9cfa57538c83282a3cbce2,9095
0x570ff649bb5ae8e032a4f9456aa1ad74cc3f3e8f,674
0x5d690b81ca7efbe1ef7fafc8a9f31bbf05c62808,13879
0xd0e8060e52d8c23984f22ac899d18fc53aa8bcbd,300
0x8e838ae5e4528bdb1e6a6a102ab3f31def399c82,1000
0xe832930083e917219003c7fa0d535190585ec492,1957
0xc25fb678003eaf8edbb4c92a8b928b11957b7ecc,9843
0x2473709b76a222620b1220742f2b8e063cc823ec,200
0x261167987f4cc52c8bd3f5766ed727d1b0340cdc,69526
0xb79ec30452e0144026b3ae96c0a41d2befcadc16,1380
0x663f0ff91f19d28a08004f402e1124943957e2ef,420
0xf4fbeb69d97bb99e02eb48177aa319d014a17e71,2655
0x7db9f8e904b146b62b20f01bdc95836564b40db5,400
0x6ac0af642aa275aab48dc2a45752c6def884a4d4,876
0xeb6803a087881a0b016e47e18480f5025f62b4c8,34689
0xbf6f895ee174e959efbad35ae9ee7807f37f9c03,5217
0x9367cf8cbf3c172d7c2471edbbf0f3699bbdb9a1,1100
0x1482873557c60f98c36abd4deb8d83c6b30b191b,3026
0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,24267
0xacfbc87d4ff16bc6d2df6d383c25ffe7efa56da8,180
0xc582eba6ef4da2d346312a1d5f16b25bd35699d6,2820
0x14674821d4adb96be1df408a006b691f4304eb88,200
0x89cbb15c7ab08a39328b0e3ddf8cffa8d7c50899,16003
0x7639b96593b2e34f27ee57f4b1583c4b33dd9679,4824
0x33ebb29f68052b348d63db713382a46a9abfaad8,71199
0x2ca58ba551c2566980a9b53687309c2ef6088435,1300
0x1668da8d5401c3741b1bc8b6d4b0dbe29d4421a3,9162
0x9095de52c39f22b324f0c565d5c6ef1236fc6bc6,16838
0x99a8dc4b9c217eb7dd7cee34519435984160b6c2,103684
0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,631
0x286be4ec65521463524aff75788f7d0e3aa42ad0,7362
0xcf466edbe1ca3b3d09e949a35b69e65f28371471,9242
0x12d6874e2ed0bdc20d8dfaf0d9100efac16779dc,2455
0xf561592d05174512905cece6f00efc52423adc3c,3293
0xa2fb6967a323cef8b481e88b39539fbc22d61e09,50570
0xebfe1ab93d1122e065adcafd8c3174261e8e726f,18400
0xf27bafa34afa29d2723af4da026a11043e4f7879,558
0x8a80e1299ee31908fc8f19b5bc409a2e46a0b93b,41111
0x3afb6fc18b7076087a72ccc6f21d732c4b253da9,6344
0xceeec734ecb02377937446d1a38130d076baad74,4906
0xa949eba085bd6b07e8ce5073accfd5732d576122,3593
0xea9909370742a795fc041d235504c570218ce6e5,17630
0xab3fcf5ea98f31bbb47b0e47c054d70e13b21966,41504
0x5291c0470bd265d6f4a68977ce81a41805493aa2,200
0x9a064a0ef88393662de416a59fa4cbe9f4900fc8,150412
0x5a6a84fb9063af1d83d0ac4809697a40715a1530,12097
0xdea812aec3e3ab3d597925314ebb4a8b678fefb8,5087
0x026e3a7cd4ecf91a8ad116a6124880d876af3c99,13080
0x255148be130862531729937152d82c51142a5d56,9720
0x3f643c8262056f1c68c58d9c6780297c1f7e546f,11582
0x2fb55f58dd40af75dc019c2a3d09eb6878d376ea,444
0x906edabb3adb8bcab69062a94f030493b65883d7,300
0x22188c6b04a695693b40d6e14e11eec0e251f2ee,2982
0x519bfb6ff2d21e670a5ed5fa66f40296ca615bae,6762
0xc2f097b87ee848f30f0e01e7a5ba03a8735ac440,8468
0xbac04a3fe3c2fa924f615201be75a143aeb3f0dd,300
0x139a74950f91f7d023a14ef87bdf4c58a8ccd03e,300
0x5adbb3c856f676bdb50875366114f7644b82f781,920
0x371b8ced589b22a9ff11a240161b550b38753c66,19460
0x67bd9f919091442e26ea68933ead525a41850337,4709
0x12f8026072fa10a5796deffe7d54b9ea42ff9ccd,700
0x257000ab96627a7b431a0d81903ce6ead48c00da,1936
0x5a31496b40df50e4cee9eee03a5ea9249ad08eed,920
0x6246cefd8e1599c5349eccae13798d8c58728c56,1650
0x5794f7de490ea3f193ca8b60373db91a86fda811,200
0xad77f6e6c427ed0f66349820317217a2092b7220,17234
0x9c35739128867bfb69fdfc6df6386ee6c4c4cced,450
0x3a6e99d804746f7ec5bc2cafe9ca5670607dfa84,1250
0xaf614b479583c53221e323ee6264a5efda63601f,1416
0x43716e58827d9f249fdde153a0a4827d0ce0a725,177
0xa635a137bbddc01a7a8a09680a91dd72cb71c100,520
0x3702c5198fad24c00d376942cb1de991b17995b5,200
0x34f4c9d0aceb6cfee6e6b4df8ad069ea4a4befb2,591
0xf49cc2079fa1280fbb535ac8f5ab31f12541e660,444
0x40c4de230b35ffd9d85e94191b5ad62f9b636360,5550
0x8f5a5ea52ef2f5ba53e60bcddbba75683b57b227,200
0xd49e55b8078dec84a3c0315fd76d89047768d0a3,16677
0x4f7527a5abfd4c946cb1df410898b0f1fb3ab1e3,200
0x19058b87cc3975b2dd7d01b6e95102ab9e1a2a72,422
0x0dd399a7ed92283e4983c2974fe377070d67f4eb,400
0x435172c1b669839de487c8a26bee3124e2f06d78,200
0xf61771b1808bf37b0d0a02d52b896c9decf2ed9e,3299
0x3abc4449b7d6470aca06afd87cc7892eb9a14679,2275
0x38afaedb78e2a0018860b06fe231292184ca14c3,700
0x2f77ca1ae1c1910731e57731595dc1a51cadf50b,800
0x5e15e09815e2135f6a14bdc0d431d39383bb4956,2512
0x1aadeb2b723c70dcd02a543e5206fd7adcdcb79e,1820
0x72da293d71f1dc131de6a3bec8fa23b619fe909d,6050
0x1a9d510da5f77329cb4b1d0654c86b4892cac4e2,64260
0x5a7a4bde5ec6064a66504321af27a82b093f6438,10731
0x45d618eb326694f77919a674a6e229a4551654ac,50034
0xc1b29f1862f61cd8a19e90d8b779fa22b00b129c,4776
0xca204c8de43549421a3960cd8675bd78fdeb2ab3,46870
0x6c1cbe8cfc32a74188a9d3bf364945ea53b01b04,1111
0x72213f092e45b2c25e2ad87d3447404f5b3d8d19,200
0xc17547cac2e3275b95730c3ca385ac47a6698c02,1349
0x614b070d71444268d5957756bd7aeccbe663051b,200
0x15bf1554b8ce0a83a377b66cd5effbe3762d9166,97985
0x2fbd105df18e962d9139e906495ce590e39c747d,10609
0x45a1fe688c01ccfd4606ac31d1f7b10fe2aa875e,722
0x792b9c1153e72997a595462738f271f520a01449,744
0xae1471daf20af7486077b16c943d03d3a3a54119,289
0x47ce9b2052ebf93a86c33a579a55f15f148e3566,300
0x1847a58d11903ecd73ee8bf71ad801d7ed82ca97,62357
0xd0d001a2365f590d1e7da9e7361331d86207834f,450
0x818f887d6bc560762b2c2489f46a2b1ca65bcfe2,340
0xa83b9c304330ad0c879e420675c2f9e26256963d,900
0xe295f9bfd3e65ef4bb08f730e160a92bd4f36732,200
0x0b4a2875bd7f68b81e650a4833291098b811362c,800
0x1b57f8a7553931d29db1c7966bef8b2e00367278,3165
0xa98f9d70ce4a8e29e809a1f5264bdb36e1a32dff,2155
0xa9d6b1bab6c50c65597f7e1a8d40d1b0ccc3063c,4196
0xa24c7f31db3f3429c5c743320671d3effb8532cc,16803
0xa37e3be3811bf2ee12bd3c70e7235bf13d3370a9,269
0x91942026918fd219c6b62f739c4dab80dd6673b6,6664
0xc6729c943584fe18345b5551599a8fa3e14d432a,1000
0xd6b84a2de711da13a98466988d1bea18a427e8b5,22703
0x54919f475b6cc2dacb21af307106d13421bd5062,200
0x01f4656464aa02e10a48b2e3ee8117749f1cabea,2520
0x714ddbb04e678528fe56fd664bc139fd18ce5408,4107
0xa0d9d23a0f85a0ccfcbd84df3fd15c62d3a0ced1,400
0x7b511800a8d8e7de24dd19de3103081824b6f41d,250
0xfbbbd8d4793f4735059d853b783d9a01e8bab2f5,4047
0xf5208d0e44e1b84a4f310aeb3a9f41c6d001dafd,666
0xc9f669e08820a0f89a5a8d4a5ce85e9236dd83b6,450
0x11bc6e6e4739c24332c5d384f939f2da3c06b130,1118
0x0e3665f48425fdab08f9c1bc5e00e3628ceefc14,1803
0xec96c275387f2aa995e691a04b82d71c2471cd08,1155
0x6d3fe453d256f92946bd0b2e35f3f67eb82e4041,200
0x2de78f2db332726bf6e45722a20e96118d3d2462,965
0xc8d159f9a0d7299ea37aaef081cd3384f86557ad,2855
0x6199ee5d526f502cc4e2ee11aeebbfe64394926e,1084
0x779ce8256e9797427cfafe1e352aacc368fd8336,1677
0x31930dc73753df11424a1ba49b4d836c14bda4d0,8907
0x9cfad4326eb84396b7610987eee45fd8236ddb30,888
0xc47f7cc34dd2313fd36b1c81f2ef860fce7c2f37,1333
0x7b1df522717e7f0991c25a675645befc37966a9d,400
0x7960f1b90b257bff29d5164d16bca4c8030b7f6d,56956
0xa7625e30eb5356a0b777e9617b55a92dddff2975,4516
0xf0f1a04a214efe01ac5e189e6d9f38cf5d98d84e,1000
0xf1d10b1d4062b26b9018f3c6f71a1b1b61b2fd36,180
0x0045cb2b22bc2615a09a90bda866ff272c893906,18143
0x72b5a3fa0fd93487411084a43bf36fa4bfeeb928,6094
0xd6393a635a3b227020748821594a00c0da4f9019,333
